"","feature1","feature2","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName.x","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName.y","StName","Year","Month","Duplicated","dtec_condition","dt_Missing","u_Missing","Missing","ActivityMediaSubdivisionName2","ResultMeasure.MeasureUnitCode2","ProviderName.x2","ResultSampleFractionText2","ResultAnalyticalMethod.MethodName2"
"179","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800092","Sample-Routine","Water","Surface Water","2018-05-07","11:00:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",106,"ng/l","","Accepted","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-05-23","","",NA,"","2018-05-18","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"180","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800102","Sample-Routine","Water","Surface Water","2018-06-05","11:40:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-54833A",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",73,"ng/l","","Accepted","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-06-20","","",NA,"","2018-06-18","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"181","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800118","Sample-Routine","Water","Surface Water","2018-07-10","11:30:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-54831A",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",57.1,"ng/l","","Accepted","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-07-25","","",NA,"","2018-07-19","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"182","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800123","Sample-Routine","Water","Surface Water","2018-08-06","12:30:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-54830A",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",67.5,"ng/l","","Accepted","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-08-21","","",NA,"","2018-08-20","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"183","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01900002","Sample-Routine","Water","Surface Water","2018-10-09","13:10:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",9.5,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-10-24","","",NA,"","2018-10-22","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",10,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"184","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01900018","Sample-Routine","Water","Surface Water","2018-12-12","11:10:00","CST","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","L-3480044 LC2625 deleted HM 2/7/19 LC 2629 deleted HM 2/7/19",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",4.7,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-12-21","","",NA,"","2018-12-18","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",12,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"185","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700048","Sample-Routine","Water","Surface Water","2017-01-19","11:50:00","CST","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","L-0240052 X=improper sample container for PEST in 40mL vial",NA,"Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",7.5,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-02-01","below the reporting level but at or above the detection level","",NA,"","2017-01-31","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",1,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"186","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700115","Sample-Routine","Water","Surface Water","2017-03-20","11:00:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-50414A",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",6.3,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-03-30","below the reporting level but at or above the detection level","",NA,"","2017-03-27","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",3,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"187","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700116","Sample-Routine","Water","Surface Water","2017-04-03","11:30:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-50702A",NA,"Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",4.1,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-04-16","below the detection level","",NA,"","2017-04-14","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"188","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700117","Sample-Routine","Water","Surface Water","2017-04-17","12:40:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-50703A",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",8.3,"ng/l","","Preliminary","","Estimated","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-04-29","analyte detected in laboratory blankbelow the reporting level but at or above the detection level","",NA,"","2017-04-28","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"189","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700145","Sample-Routine","Water","Surface Water","2017-05-10","09:40:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","L-1320081 Improper sample container. PEST in 40mL vial",NA,"Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",15.2,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-05-20","","",NA,"","2017-05-18","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"190","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700168","Sample-Routine","Water","Surface Water","2017-06-20","10:45:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","L-1770011 FED EX LATE DELIVERY   Received June 24, 2017    WCA btl condition changed to improper preservation, JNV   DOC btl condition changed to improper preservation, JNV",NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",106,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"The holding time for the processing of this sample has been exceeded",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-07-13","holding time exceededsee result comment","",NA,"","2017-07-07","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"191","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700172","Sample-Routine","Water","Surface Water","2017-07-18","11:40:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-52122A",NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",79,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-04","","",NA,"","2017-07-31","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"192","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01700188","Sample-Routine","Water","Surface Water","2017-08-08","11:00:00","CDT","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-52125A",NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",76.4,"ng/l","","Preliminary","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-26","","",NA,"","2017-08-21","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2017",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"193","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700211","Sample-Routine","Water","Surface Water","2017-01-09","09:15:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-49978A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",7.7,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-01-18","below the reporting level but at or above the detection level","",NA,"","2017-01-13","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",1,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"194","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700231","Sample-Routine","Water","Surface Water","2017-01-26","10:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-50040A","","Rising stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",6.9,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-02-01","below the reporting level but at or above the detection level","",NA,"","2017-01-31","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",1,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"195","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700397","Sample-Routine","Water","Surface Water","2017-03-22","08:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-50417A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",6.2,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-03-30","below the reporting level but at or above the detection level","",NA,"","2017-03-27","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",3,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"196","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700435","Quality Control Sample-Field Replicate","Water","Surface Water","2017-04-05","09:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-50494A","","Falling stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",5.5,"ng/l",NA,"Accepted",NA,"Estimated","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-04-12","result may be affected by interferencebelow the reporting level but at or above the detection level","",NA,"","2017-04-10","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"197","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700629","Sample-Routine","Water","Surface Water","2017-04-19","09:45:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-50639A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",4,"ng/l",NA,"Accepted",NA,"Estimated","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-04-27","result may be affected by interferencebelow the detection level","",NA,"","2017-04-24","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"198","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700733","Sample-Routine","Water","Surface Water","2017-05-03","08:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-50835A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",9.7,"ng/l",NA,"Accepted",NA,"Estimated","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-05-09","analyte detected in laboratory blank","",NA,"","2017-05-08","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
